city,city_ascii,lat,lng,admin_name,population
Avalpūndurai,Avalpundurai,11.231,77.7182,Tamil Nādu,14840.0
Hariharpāra,Hariharpara,24.0468,88.4244,West Bengal,14827.0
Kumāramangalam,Kumaramangalam,11.3676,77.93,Tamil Nādu,14824.0
Tendūkheda,Tendukheda,23.3962,79.5395,Madhya Pradesh,14822.0
Cherrapunji,Cherrapunji,25.284,91.721,Meghālaya,14816.0
Kumārīpur,Kumaripur,25.4425,87.6217,Bihār,14815.0
Nenmini,Nenmini,11.0528,76.2083,Kerala,14815.0
Benipati,Benipati,26.4442,85.9083,Bihār,14806.0
Devarapalle,Devarapalle,17.03,81.37,Andhra Pradesh,14796.0
Pālod,Palod,8.7033,77.0264,Kerala,14795.0
Sanquelim,Sanquelim,15.5027,73.7669,Goa,14776.0
Kamrāwān,Kamrawan,25.6956,85.838,Bihār,14768.0
Curtorim,Curtorim,15.28,74.03,Goa,14766.0
Hasanpur Juned,Hasanpur Juned,25.5915,85.5238,Bihār,14764.0
Cherupazhasshi,Cherupazhasshi,12.0916,75.4414,Kerala,14759.0
Perunkolattūr,Perunkolattur,12.043,78.9174,Tamil Nādu,14749.0
Ijra,Ijra,26.3119,86.0037,Bihār,14745.0
Garhpura,Garhpura,25.6638,86.1818,Bihār,14741.0
Vaddāpalli,Vaddapalli,18.5323,77.8959,Andhra Pradesh,14737.0
Andūrkonam,Andurkonam,8.5969,76.8664,Kerala,14736.0
Bāladharmāram,Baladharmaram,17.4104,79.969,Andhra Pradesh,14721.0
Sāhit,Sahit,25.5888,85.7948,Bihār,14714.0
Chhāpia,Chhapia,26.0831,84.8447,Bihār,14710.0
Tirumalaiyampālaiyam,Tirumalaiyampalaiyam,10.879,76.9295,Tamil Nādu,14699.0
Kōteshwar,Koteshwar,13.607,74.75,Karnātaka,14697.0
Kodāngipatti,Kodangipatti,9.992,77.4332,Tamil Nādu,14688.0
Kurumbalūr,Kurumbalur,11.236,78.8005,Tamil Nādu,14686.0
Paramati,Paramati,11.1544,78.0213,Tamil Nādu,14683.0
Mānantheri,Manantheri,11.8428,75.615,Kerala,14667.0
Pudur,Pudur,9.0001,77.2076,Tamil Nādu,14665.0
Kamalganj,Kamalganj,27.27,79.65,Uttar Pradesh,14659.0
Rasulpur Dhuria,Rasulpur Dhuria,25.5693,87.0375,Bihār,14658.0
Mulakād,Mulakad,9.8902,76.6546,Kerala,14651.0
Kaonke,Kaonke,30.7659,75.4172,Punjab,14646.0
Vubatalai,Vubatalai,11.3597,76.7649,Tamil Nādu,14640.0
Tiruvāsaladi,Tiruvasaladi,11.4013,79.7746,Tamil Nādu,14634.0
Alangānallūr,Alanganallur,10.047,78.0903,Tamil Nādu,14622.0
Kankipādu,Kankipadu,16.45,80.7833,Andhra Pradesh,14616.0
Vemulūru,Vemuluru,16.9337,81.8057,Andhra Pradesh,14613.0
Paliaturutu,Paliaturutu,10.2959,76.1581,Kerala,14611.0
Sinha,Sinha,25.6902,84.6291,Bihār,14603.0
Holalagondi,Holalagondi,15.4873,77.0464,Andhra Pradesh,14593.0
Sātyūn,Satyun,28.5667,75.1167,Rājasthān,14590.0
Kelamangalam,Kelamangalam,12.6031,77.8519,Tamil Nādu,14588.0
Dinmānpur,Dinmanpur,25.9112,85.9288,Bihār,14588.0
Thillangéri,Thillangeri,11.95,75.6167,Kerala,14583.0
Balīgaon,Baligaon,25.4196,84.4951,Bihār,14582.0
Talya,Talya,14.042,76.184,Karnātaka,14574.0
Kānjikkovil,Kanjikkovil,11.3689,77.5962,Tamil Nādu,14572.0
Jitwārpur Nizāmat,Jitwarpur Nizamat,25.8489,85.8006,Bihār,14571.0
Lakkampatti,Lakkampatti,11.4461,77.4118,Tamil Nādu,14570.0
Palayad,Palayad,11.5847,75.7528,Kerala,14566.0
Akora,Akora,26.4721,78.7989,Madhya Pradesh,14566.0
Paniem,Paniem,15.5167,78.35,Andhra Pradesh,14565.0
Kottacheruvu,Kottacheruvu,14.1886,77.7658,Andhra Pradesh,14564.0
Darpa,Darpa,26.84,84.9774,Bihār,14562.0
Tiruppāchūr,Tiruppachur,13.1384,79.8764,Tamil Nādu,14560.0
Relangi,Relangi,16.705,81.647,Andhra Pradesh,14559.0
Bijaipur,Bijaipur,26.0556,77.3697,Madhya Pradesh,14555.0
Halwāra,Halwara,30.7167,75.65,Punjab,14551.0
Gundlapelle,Gundlapelle,16.4102,79.8813,Andhra Pradesh,14546.0
Siswa,Siswa,26.6214,84.6739,Bihār,14535.0
Nāgireddipalli,Nagireddipalli,14.2701,79.1013,Andhra Pradesh,14534.0
Kusāha,Kusaha,26.2077,86.9587,Bihār,14530.0
Kizhakkummuri,Kizhakkummuri,11.3333,75.8167,Kerala,14529.0
Kannamanāyakkanūr,Kannamanayakkanur,10.5527,77.269,Tamil Nādu,14526.0
Pandhāna,Pandhana,21.6982,76.2249,Madhya Pradesh,14522.0
Pakaryā Harsidhi,Pakarya Harsidhi,26.6526,84.7198,Bihār,14516.0
Suwāsra,Suwasra,24.0698,75.6523,Madhya Pradesh,14505.0
Nadisāl,Nadisal,13.1326,74.7777,Karnātaka,14502.0
Gavinivāripālem,Gavinivaripalem,15.8378,80.4315,Andhra Pradesh,14502.0
Surajpura,Surajpura,25.2576,86.2283,Bihār,14502.0
Sadhoa,Sadhoa,25.4049,87.198,Bihār,14501.0
Kandela,Kandela,29.45,77.32,Uttar Pradesh,14500.0
Lingāl,Lingal,16.2833,78.5167,Andhra Pradesh,14497.0
Chinnavādampatti,Chinnavadampatti,11.0615,76.9838,Tamil Nādu,14494.0
Lākho,Lakho,25.4113,86.1792,Bihār,14493.0
Barhni,Barhni,27.4972,82.7861,Uttar Pradesh,14492.0
Harduli,Harduli,22.9278,79.903,Madhya Pradesh,14490.0
Babhangāwān,Babhangawan,25.3674,86.9501,Bihār,14479.0
Nawada,Nawada,25.5431,85.924,Bihār,14476.0
Pākala,Pakala,15.2694,80.072,Andhra Pradesh,14467.0
Markacho,Markacho,24.3263,85.8346,Jhārkhand,14467.0
Roh,Roh,24.8905,85.675,Bihār,14467.0
Khallikot,Khallikot,19.6091,85.0861,Odisha,14464.0
Tiruvalanjuli,Tiruvalanjuli,10.9449,79.3286,Tamil Nādu,14460.0
Lagunia Surajkanth,Lagunia Surajkanth,25.8304,85.7887,Bihār,14457.0
Tarlapalli,Tarlapalli,18.8345,79.4907,Andhra Pradesh,14454.0
Srīnagar,Srinagar,26.783,84.3018,Bihār,14454.0
Shatrāna,Shatrana,29.9102,76.1202,Punjab,14452.0
Mansāla,Mansala,15.9417,77.4281,Andhra Pradesh,14452.0
Narahia,Narahia,26.3681,86.5434,Bihār,14450.0
Bāra,Bara,24.3146,87.9643,West Bengal,14450.0
Sirmaur,Sirmaur,24.8365,81.3645,Madhya Pradesh,14435.0
Kolwāra,Kolwara,25.3538,86.77,Bihār,14430.0
Baqiābād,Baqiabad,25.1,82.9,Uttar Pradesh,14429.0
Satwās,Satwas,22.5363,76.6845,Madhya Pradesh,14428.0
Davorlim,Davorlim,15.2722,73.9924,Goa,14426.0
Alūr,Alur,15.3942,77.2264,Andhra Pradesh,14426.0
Dornakal,Dornakal,17.447,80.151,Andhra Pradesh,14425.0
Tirkarūr,Tirkarur,10.0667,76.6167,Kerala,14424.0
Kharki,Kharki,23.9165,85.8596,Jhārkhand,14423.0
Barhi,Barhi,23.9033,80.8152,Madhya Pradesh,14418.0
Vadugapatti,Vadugapatti,11.1518,77.7375,Tamil Nādu,14415.0
Chik Bānavar,Chik Banavar,13.0846,77.5014,Karnātaka,14409.0
Paidiipalli,Paidiipalli,18.0172,79.6159,Andhra Pradesh,14407.0
Mutyālapalle,Mutyalapalle,16.4019,81.5703,Andhra Pradesh,14406.0
Nagra,Nagra,25.968,83.873,Uttar Pradesh,14405.0
Haldībāri,Haldibari,26.33,88.77,West Bengal,14404.0
Tūprān,Tupran,17.8452,78.4787,Andhra Pradesh,14401.0
Hargāwān,Hargawan,25.1428,85.5652,Bihār,14391.0
Mohanpur Gaughāta,Mohanpur Gaughata,25.3345,87.3404,Bihār,14388.0
Kārempūdi,Karempudi,16.4333,79.7167,Andhra Pradesh,14385.0
Vāsad,Vasad,22.45,73.0667,Gujarāt,14384.0
Puraini,Puraini,25.5968,86.9892,Bihār,14381.0
Kamatgi,Kamatgi,16.119,75.8482,Mahārāshtra,14380.0
Tezu,Tezu,27.92,96.17,Arunāchal Pradesh,14376.0
Doria Sonāpur,Doria Sonapur,26.183,87.3873,Bihār,14374.0
Penuganchiprolu,Penuganchiprolu,16.9033,80.2356,Andhra Pradesh,14374.0
Sailāna,Sailana,23.4622,74.9232,Madhya Pradesh,14372.0
Vatlūru,Vatluru,16.6998,81.0524,Andhra Pradesh,14368.0
Patiāli,Patiali,27.7167,79.0167,Uttar Pradesh,14366.0
Barela,Barela,23.0968,80.0508,Madhya Pradesh,14361.0
Thondiamannu,Thondiamannu,9.2639,76.8833,Kerala,14352.0
Baulia,Baulia,25.399,87.6002,Bihār,14345.0
Bihpuriāgaon,Bihpuriagaon,27.0172,93.9167,Assam,14345.0
Narhan,Narhan,25.6941,86.0074,Bihār,14340.0
Bhānukumāri,Bhanukumari,26.3395,89.7697,West Bengal,14340.0
Hindalgi,Hindalgi,16.1364,74.6547,Karnātaka,14337.0
Muttukūru,Muttukuru,14.2667,80.1,Andhra Pradesh,14333.0
Lakhsetipet,Lakhsetipet,18.8873,79.2069,Andhra Pradesh,14332.0
Pālda,Palda,22.68,75.8939,Madhya Pradesh,14329.0
Wālājābād,Walajabad,12.7904,79.8236,Tamil Nādu,14325.0
Gua,Gua,22.2136,85.3877,,14323.0
Jori Kalān,Jori Kalan,24.2045,84.877,Jhārkhand,14323.0
Polāia Kalān,Polaia Kalan,23.2119,76.5529,Madhya Pradesh,14322.0
Chikhli Kalān,Chikhli Kalan,22.2152,78.743,Madhya Pradesh,14322.0
Kottavalasa,Kottavalasa,17.9,83.2,Andhra Pradesh,14321.0
Kizhariyūr,Kizhariyur,11.4833,75.6833,Kerala,14320.0
Kārkūdalpatti,Karkudalpatti,11.5002,78.3521,Tamil Nādu,14316.0
Vīraghattam,Viraghattam,18.6833,83.6,Andhra Pradesh,14315.0
Salīmpur,Salimpur,25.248,86.2347,Bihār,14314.0
Māngoli,Mangoli,16.65,75.81,Karnātaka,14306.0
Huliyār,Huliyar,13.5828,76.5361,Karnātaka,14304.0
Kambainellūr,Kambainellur,12.2071,78.3187,Tamil Nādu,14299.0
Korangal,Korangal,17.107,77.627,Andhra Pradesh,14294.0
Anantarāzupeta,Anantarazupeta,14.0014,79.3319,Andhra Pradesh,14287.0
Bariariyā,Bariariya,26.5105,84.7165,Bihār,14287.0
Ungutūru,Unguturu,16.823,81.4238,Andhra Pradesh,14280.0
Bikkavolu,Bikkavolu,16.95,82.05,Andhra Pradesh,14278.0
Ghaura,Ghaura,24.5059,79.0781,Madhya Pradesh,14273.0
Vedasandūr,Vedasandur,10.531,77.9502,Tamil Nādu,14273.0
Manoharpur,Manoharpur,22.3746,85.1923,Jhārkhand,14265.0
Mannūr,Mannur,17.2994,76.0984,Karnātaka,14263.0
Chikitigarh,Chikitigarh,19.2023,84.6145,Odisha,14258.0
Rāje,Raje,26.2216,86.1454,Bihār,14248.0
Kukdeshwar,Kukdeshwar,24.4828,75.2675,Madhya Pradesh,14246.0
Kōdanād,Kodanad,10.18,76.51,Kerala,14244.0
Padavēdu,Padavedu,12.673,79.1047,Tamil Nādu,14241.0
Saren,Saren,25.1149,84.9744,Bihār,14238.0
Kāshti,Kashti,18.5492,74.5822,Mahārāshtra,14235.0
Pannimadai,Pannimadai,11.0823,76.9164,Tamil Nādu,14232.0
Nagardevla Budrukh,Nagardevla Budrukh,20.5667,75.2167,Mahārāshtra,14229.0
Terkuvengānallūr,Terkuvenganallur,9.4052,77.5408,Tamil Nādu,14220.0
Barkuhi,Barkuhi,22.1901,78.7047,Madhya Pradesh,14220.0
Chebrolu,Chebrolu,16.8206,81.4048,Andhra Pradesh,14216.0
Siddāpur,Siddapur,14.347,74.894,Karnātaka,14204.0
Ālangudi,Alangudi,10.3604,78.9779,Tamil Nādu,14204.0
Pānr,Panr,25.6884,85.798,Bihār,14201.0
Begowāl,Begowal,31.6125,75.5194,Punjab,14200.0
Odlābāri,Odlabari,26.8594,88.6214,West Bengal,14194.0
Tamarakulam,Tamarakulam,8.1325,77.4848,Tamil Nādu,14188.0
Pānsemāl,Pansemal,21.6598,74.6994,Madhya Pradesh,14182.0
Nallagunta,Nallagunta,16.5763,80.6854,Andhra Pradesh,14176.0
Tālbahat,Talbahat,25.042,78.433,Uttar Pradesh,14176.0
Pirangut,Pirangut,18.5115,73.6801,Mahārāshtra,14174.0
Bhulwāl,Bhulwal,32.8094,74.7683,Jammu and Kashmīr,14174.0
Orumanayūr,Orumanayur,10.5583,76.0347,Kerala,14167.0
Raghudebbati,Raghudebbati,22.53,88.2,West Bengal,14165.0
Kātrāvulapalle,Katravulapalle,17.1277,82.0831,Andhra Pradesh,14164.0
Antarvedipālem,Antarvedipalem,16.3319,81.732,Andhra Pradesh,14162.0
Jitwārpur Kumhra,Jitwarpur Kumhra,25.7852,85.7044,Bihār,14160.0
Pulūr,Pulur,18.1,78.85,Andhra Pradesh,14157.0
Kutavūr,Kutavur,8.7833,76.8167,Kerala,14151.0
Rambha,Rambha,19.4433,84.9881,Odisha,14145.0
Sur Singh,Sur Singh,31.3992,74.716,Punjab,14134.0
Kīlattingal,Kilattingal,8.6891,76.7877,Kerala,14129.0
Chāprā,Chapra,23.5391,88.5467,West Bengal,14123.0
Siroda,Siroda,15.3292,74.0271,Goa,14112.0
Phulwār,Phulwar,26.8148,84.843,Bihār,14110.0
Gudūr,Gudur,17.7956,79.9747,Andhra Pradesh,14110.0
Eraurā,Eraura,24.613,84.4555,Bihār,14101.0
Doranahalli,Doranahalli,16.7324,76.9162,Karnātaka,14097.0
Byāhatti,Byahatti,15.4468,75.2054,Karnātaka,14097.0
Bela,Bela,25.8103,85.0157,Bihār,14094.0
Rājim,Rajim,20.965,81.8817,Chhattīsgarh,14090.0
Tamār,Tamar,23.0488,85.649,Jhārkhand,14081.0
Ponnampatti,Ponnampatti,10.3668,78.3955,Tamil Nādu,14071.0
Sumbal,Sumbal,34.2307,74.6472,Jammu and Kashmīr,14064.0
Vammanal,Vammanal,12.0281,75.7093,Kerala,14059.0
Sāsan,Sasan,25.6883,86.1907,Bihār,14054.0
Karugamād,Karugamad,10.4667,76.1,Kerala,14049.0
Kottaiyūr,Kottaiyur,10.1096,78.7956,Tamil Nādu,14035.0
Amāri,Amari,25.7179,86.0839,Bihār,14034.0
Suknadānga,Suknadanga,24.46,88.05,West Bengal,14027.0
Kārai,Karai,12.9377,79.3163,Tamil Nādu,14026.0
Ūttukkottai,Uttukkottai,13.3354,79.898,Andhra Pradesh,14026.0
Barāri,Barari,25.5068,87.3761,Bihār,14025.0
Barjora,Barjora,23.43,87.28,West Bengal,14012.0
Ilampillai,Ilampillai,11.6066,78.0068,Tamil Nādu,14011.0
Keāl,Keal,25.1218,84.6324,Bihār,14010.0
Turuttiyad,Turuttiyad,11.5167,75.65,Kerala,14009.0
Rānāpur,Ranapur,22.647,74.5212,Madhya Pradesh,14007.0
Alewah,Alewah,29.4767,76.4522,Haryāna,14004.0
Rājāsūr,Rajasur,17.86,76.95,Karnātaka,14003.0
Brahmānandapuram,Brahmanandapuram,16.9583,82.0056,Andhra Pradesh,14000.0
Annāram,Annaram,16.784,79.302,Andhra Pradesh,13994.0
Mirzāpur,Mirzapur,26.1616,87.2349,Bihār,13985.0
Kongarapalli,Kongarapalli,10.0448,76.3552,Kerala,13984.0
Pāli,Pali,26.0576,86.3097,Bihār,13984.0
Ganguvārpatti,Ganguvarpatti,10.1694,77.6973,Tamil Nādu,13981.0
Sutihār,Sutihar,25.8482,84.9712,Bihār,13977.0
Boha,Boha,29.8348,75.5237,Punjab,13977.0
Mankal,Mankal,17.2014,78.4678,Andhra Pradesh,13974.0
Rājnagar,Rajnagar,23.95,87.32,West Bengal,13965.0
Chaugāin,Chaugain,25.4801,84.2328,Bihār,13959.0
Belwāra,Belwara,25.7443,86.4755,Bihār,13951.0
Amāha,Amaha,26.1284,86.7998,Bihār,13951.0
Belsandi Tāra,Belsandi Tara,25.7722,85.9608,Bihār,13949.0
Perdūr,Perdur,13.3844,74.9029,Karnātaka,13945.0
Narasingapuram,Narasingapuram,12.9728,79.284,Tamil Nādu,13943.0
Attibele,Attibele,12.7781,77.7726,Karnātaka,13937.0
Hunasagi,Hunasagi,16.4575,76.5239,Karnātaka,13932.0
Sukma,Sukma,18.4,81.6667,Chhattīsgarh,13926.0
Vīraganūr,Viraganur,11.4761,78.7355,Tamil Nādu,13922.0
Muttunāyakkanpatti,Muttunayakkanpatti,11.7125,78.033,Tamil Nādu,13912.0
Khergām,Khergam,20.63,73.09,Gujarāt,13912.0
Kelangāh,Kelangah,28.87,76.3285,Haryāna,13910.0
Kubādupuram,Kubadupuram,16.468,79.9539,Andhra Pradesh,13904.0
Krishnarāyapuram,Krishnarayapuram,10.9563,78.2782,Tamil Nādu,13903.0
Dumri,Dumri,26.9873,84.0752,Bihār,13894.0
Bhogpur,Bhogpur,31.55,75.63,Punjab,13893.0
Jīran,Jiran,24.3087,74.8909,,13890.0
Polukallu,Polukallu,15.8284,77.7431,Andhra Pradesh,13885.0
Tumbippādi,Tumbippadi,11.808,78.0783,Tamil Nādu,13883.0
Sāgar,Sagar,16.6249,76.8015,Karnātaka,13879.0
Tāti,Tati,23.3772,85.4379,Jhārkhand,13874.0
Linganaboyinacherla,Linganaboyinacherla,16.3961,81.6598,Andhra Pradesh,13869.0
Kishanpur Ratwāra,Kishanpur Ratwara,25.4822,86.8511,Bihār,13862.0
Polavaram,Polavaram,17.2479,81.6432,Andhra Pradesh,13861.0
Tarauna,Tarauna,26.2371,87.5123,Bihār,13860.0
Iskapalli,Iskapalli,14.7363,80.0981,Andhra Pradesh,13852.0
Parihāra,Parihara,25.5378,86.2728,Bihār,13848.0
Dogāchi,Dogachi,24.6195,87.9221,West Bengal,13848.0
Māndalgarh,Mandalgarh,25.2,75.1,Rājasthān,13844.0
Kāuriya,Kauriya,26.1517,84.6948,Bihār,13842.0
Gangaikondān,Gangaikondan,11.5389,79.4765,Tamil Nādu,13837.0
Valayam,Valayam,11.7214,75.6697,Kerala,13835.0
Haidarnagar,Haidarnagar,24.4883,83.9443,Jhārkhand,13833.0
Vellodu,Vellodu,10.3048,77.9552,Tamil Nādu,13832.0
Vembārpatti,Vembarpatti,10.25,78.1167,Tamil Nādu,13829.0
Khajawa,Khajawa,24.9174,79.9269,Madhya Pradesh,13823.0
Irikkūr,Irikkur,11.97,75.57,Kerala,13820.0
Colangute,Colangute,15.5417,73.7619,,13810.0
Turuvanūr,Turuvanur,14.22,76.4,Karnātaka,13809.0
Nawāgarh,Nawagarh,31.1899,77.6261,Himāchal Pradesh,13806.0
Gangavalli,Gangavalli,11.4983,78.6461,Tamil Nādu,13803.0
Bideipur,Bideipur,21.0147,86.8195,Odisha,13796.0
Tibri,Tibri,31.9854,75.4316,Punjab,13794.0
Madānpur,Madanpur,25.867,86.7875,Bihār,13775.0
Simri,Simri,26.1639,85.7617,Bihār,13775.0
Arugollu,Arugollu,16.8253,81.5775,Andhra Pradesh,13767.0
Kodigenahalli,Kodigenahalli,13.8608,77.4792,Andhra Pradesh,13759.0
Singalāndāpuram,Singalandapuram,11.4166,78.2224,Tamil Nādu,13757.0
Amrābād,Amrabad,16.3833,78.8333,Andhra Pradesh,13753.0
Chityāl,Chityal,17.2333,79.1333,Andhra Pradesh,13752.0
Kannivādi,Kannivadi,10.3794,77.8303,Tamil Nādu,13750.0
Nawāda,Nawada,26.0881,86.153,Bihār,13743.0
Manavālakurichi,Manavalakurichi,8.1478,77.3055,Tamil Nādu,13743.0
Barghāt,Barghat,22.0306,79.7328,Madhya Pradesh,13742.0
Badarwās,Badarwas,24.9752,77.5649,Madhya Pradesh,13739.0
Gopālpur,Gopalpur,26.1317,84.3594,Bihār,13738.0
Bodagudipādu,Bodagudipadu,14.7385,79.8602,Andhra Pradesh,13733.0
Palkūr,Palkur,15.4144,78.2507,Andhra Pradesh,13733.0
Darihat,Darihat,24.9702,84.2319,Bihār,13730.0
Malepur,Malepur,24.974,86.2555,Bihār,13728.0
Sobrāon,Sobraon,31.1833,74.85,Punjab,13720.0
Tāmaraikkulam,Tamaraikkulam,10.1085,77.5553,Tamil Nādu,13716.0
Sher Chakla,Sher Chakla,25.3848,86.6952,Bihār,13713.0
Tummalapenta,Tummalapenta,15.0278,78.0234,Andhra Pradesh,13708.0
Kovilūr,Kovilur,12.5537,78.9168,Tamil Nādu,13706.0
Kaleyānpur,Kaleyanpur,26.4297,84.9327,Bihār,13704.0
Mohda,Mohda,21.2751,81.6676,Chhattīsgarh,13697.0
Tiruppanandāl,Tiruppanandal,11.0919,79.4538,Tamil Nādu,13696.0
Vempalle,Vempalle,13.5382,78.4604,Andhra Pradesh,13691.0
Chak Husaini,Chak Husaini,25.5169,86.5566,Bihār,13685.0
Karma,Karma,23.684,85.5706,Jhārkhand,13681.0
Kannadiparamba,Kannadiparamba,11.935,75.403,Kerala,13677.0
Kalādgi,Kaladgi,16.204,75.5,Karnātaka,13676.0
Madanpur,Madanpur,23.02,88.48,West Bengal,13675.0
Bhīmadolu,Bhimadolu,16.8144,81.2617,Andhra Pradesh,13669.0
Isāgarh,Isagarh,24.8391,77.8827,Madhya Pradesh,13658.0
Barahari,Barahari,25.7652,87.0937,Bihār,13655.0
Ajjampur,Ajjampur,13.7279,76.0068,Karnātaka,13654.0
Bilaspur,Bilaspur,31.33,76.75,Himāchal Pradesh,13654.0
Avalēpalli,Avalepalli,12.7714,77.8594,Tamil Nādu,13651.0
Domkonda,Domkonda,18.2561,78.4377,Andhra Pradesh,13648.0
Kunjatturu,Kunjatturu,12.7431,74.8861,Kerala,13633.0
Dantewāra,Dantewara,18.9,81.339,Chhattīsgarh,13633.0
Pitlam,Pitlam,18.2227,77.8238,Andhra Pradesh,13631.0
Balhāpur,Balhapur,25.3511,86.2122,Bihār,13626.0
Ottaikkālmantapam,Ottaikkalmantapam,10.8827,76.9943,Tamil Nādu,13622.0
Mahuwa Singhrai,Mahuwa Singhrai,25.8168,85.3853,Bihār,13622.0
Babhanganwa,Babhanganwa,26.1398,86.8464,Bihār,13618.0
Karpi,Karpi,25.1612,84.7299,Bihār,13607.0
Chengara,Chengara,10.129,76.373,Kerala,13603.0
Atner,Atner,21.6238,77.9152,Madhya Pradesh,13601.0
Mohania,Mohania,25.1692,83.6192,Bihār,13601.0
Nighoj,Nighoj,18.9597,74.2769,Mahārāshtra,13600.0
Rāyapalle,Rayapalle,16.2828,81.2504,Andhra Pradesh,13597.0
Rāzole,Razole,16.4743,81.8402,Andhra Pradesh,13597.0
Sisai,Sisai,26.1899,84.5643,Bihār,13596.0
Duvva,Duvva,16.7792,81.6242,Andhra Pradesh,13596.0
Amīngarh,Amingarh,16.0572,75.9489,Karnātaka,13593.0
Gondalga,Gondalga,17.8053,79.8944,Andhra Pradesh,13576.0
Patālia,Patalia,25.66,86.0066,Bihār,13572.0
Dattapulia,Dattapulia,23.24,88.7058,West Bengal,13562.0
Dhāna,Dhana,23.747,78.8623,Madhya Pradesh,13561.0
Nālatvād,Nalatvad,16.34,76.14,Karnātaka,13558.0
Lāla,Lala,24.5542,92.6159,Assam,13556.0
Kurtkoti,Kurtkoti,15.3681,75.5239,Karnātaka,13552.0
Bishenpur,Bishenpur,24.6282,93.761,Manipur,13548.0
Rahui,Rahui,25.2728,85.5555,Bihār,13545.0
Karnāwad,Karnawad,22.7361,76.2439,Madhya Pradesh,13545.0
Rukhāe,Rukhae,25.3269,85.3725,Bihār,13539.0
Kheri Naru,Kheri Naru,29.6479,76.911,Haryāna,13537.0
Beur,Beur,25.569,85.0944,Bihār,13535.0
Jānapādu,Janapadu,16.4617,79.8699,Andhra Pradesh,13533.0
Borgaon,Borgaon,16.42,74.58,Mahārāshtra,13519.0
Kodriva,Kodriva,22.5342,75.7725,Madhya Pradesh,13507.0
Avidha,Avidha,21.6651,73.0366,Gujarāt,13506.0
Perungala,Perungala,9.1764,76.5278,Kerala,13501.0
Siriāri,Siriari,25.6733,73.8084,Rājasthān,13500.0
Karuvellūr,Karuvellur,12.1733,75.2097,Kerala,13498.0
Sikat,Sikat,25.5186,87.4423,Bihār,13491.0
Chandla,Chandla,25.0715,80.1929,Madhya Pradesh,13485.0
Khānāpur,Khanapur,19.0333,78.6667,Andhra Pradesh,13485.0
Marudūr,Marudur,10.916,78.4509,Tamil Nādu,13482.0
Gudikallu,Gudikallu,15.7441,77.476,Andhra Pradesh,13481.0
Vāghodia,Vaghodia,22.3,73.38,Gujarāt,13480.0
Sukhāsan,Sukhasan,25.9644,86.7732,Bihār,13477.0
Bēdadka,Bedadka,12.45,75.15,Kerala,13476.0
Afzala,Afzala,25.9319,86.2293,Bihār,13475.0
Madakkathara,Madakkathara,10.55,76.2583,Kerala,13472.0
Jamira,Jamira,25.5535,84.7063,Bihār,13469.0
Udayagiri,Udayagiri,20.1242,84.3687,Odisha,13469.0
Elanad,Elanad,10.6167,76.3833,Kerala,13469.0
Kesariyā,Kesariya,26.3342,84.8548,Bihār,13469.0
Yedapalli,Yedapalli,18.6789,77.9505,Andhra Pradesh,13469.0
Pālakkuzhi,Palakkuzhi,9.8833,76.6139,Kerala,13469.0
Chembrasshēri,Chembrassheri,11.1243,76.2582,Kerala,13466.0
Dundigal,Dundigal,17.5781,78.4288,Andhra Pradesh,13465.0
Panjgirāin Kalān,Panjgirain Kalan,30.6096,74.9143,Punjab,13464.0
Nagnur,Nagnur,16.14,74.81,Karnātaka,13459.0
Nallajerla,Nallajerla,16.95,81.4,Andhra Pradesh,13457.0
Gullapuram,Gullapuram,10.0657,77.6446,Tamil Nādu,13456.0
Villanchirai,Villanchirai,9.7198,76.6517,Kerala,13455.0
Bhakua,Bhakua,26.5167,86.1974,Bihār,13449.0
Kulharia,Kulharia,25.3382,86.7612,Bihār,13449.0
Kadattūr,Kadattur,12.0861,78.2926,Tamil Nādu,13442.0
Chinna Mushidivāda,Chinna Mushidivada,17.8057,83.2033,Andhra Pradesh,13425.0
Dahāria,Daharia,26.1807,87.0043,Bihār,13419.0
Ghordaur,Ghordaur,25.7089,86.612,Bihār,13417.0
Kotgīr,Kotgir,18.5722,77.8243,Andhra Pradesh,13413.0
Talegaon Dhamdhere,Talegaon Dhamdhere,18.6678,74.1536,Mahārāshtra,13410.0
Basāon,Basaon,26.2082,84.6174,Bihār,13409.0
Vellarivalli,Vellarivalli,11.6003,77.7927,Tamil Nādu,13408.0
Benaulim,Benaulim,15.27,73.9346,Goa,13408.0
Parihārpur,Pariharpur,26.4026,86.1256,Bihār,13407.0
Gaundrā,Gaundra,26.3683,85.0036,Bihār,13403.0
Amarāvati,Amaravati,16.573,80.358,Andhra Pradesh,13400.0
Uppidamangalam,Uppidamangalam,10.9034,78.1575,Tamil Nādu,13399.0
Panapākkam,Panapakkam,12.921,79.5663,Tamil Nādu,13399.0
Velānganni,Velanganni,10.6814,79.8508,Tamil Nādu,13399.0
Vikravāndi,Vikravandi,12.0369,79.546,Tamil Nādu,13391.0
Abhwar,Abhwar,26.174,86.6324,Bihār,13390.0
Telmar,Telmar,25.4237,85.4358,Bihār,13387.0
Besārh,Besarh,25.9537,87.0491,Bihār,13384.0
Chīmalapādu,Chimalapadu,16.8902,80.6505,Andhra Pradesh,13379.0
Paruchūru,Paruchuru,15.967,80.275,Andhra Pradesh,13375.0
Bāgli,Bagli,22.6412,76.3488,Madhya Pradesh,13368.0
